date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:36	61136/61136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22eed0-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Bold.eot	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Bold.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:36	1216884/1216884	---M--	200	added ('OK')	application/x-font-ttf	etag:%22129174-5dbde28b92c00%22	https://mojtababagheri.ir/assets/fonts/fa/fa-thin-100.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-thin-100.ttf	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:36	29692/29692	---M--	200	added ('OK')	text/html	etag:%2273fc-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Bold.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Bold.html	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:37	37877/37877	---M--	200	added ('OK')	application/x-font-woff	etag:%2293f5-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Bold.woff	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Bold.woff	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:37	60856/60856	---M--	200	added ('OK')	application/x-font-ttf	etag:%22edb8-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Bold.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Bold.ttf	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:37	52548/52548	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22cd44-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Medium.eot	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Medium.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:37	52548/52548	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22cd44-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Medium.eot?	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Mediumd41d.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:37	27008/27008	---M--	200	added ('OK')	text/html	etag:%226980-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Medium.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Medium.html	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:38	52240/52240	---M--	200	added ('OK')	application/x-font-ttf	etag:%22cc10-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Medium.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Medium.ttf	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:38	33789/33789	---M--	200	added ('OK')	application/x-font-woff	etag:%2283fd-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Medium.woff	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Medium.woff	(from https://mojtababagheri.ir/assets/css/fonts.css)
